program_name,required_subjects,expanded_score_dict,group,score_dict
逢甲大學 澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,"['英', '英數B']","{'英': 6, '數B': 6}",跨領域,"{'英': 8.680393599649413, '英數B': 12.679577509360168}"
逢甲大學 澳洲昆士蘭大學商學雙學士學位學程,"['英', '英數B']","{'英': 9, '數B': 9}",跨領域,"{'英': 9.002397123884272, '英數B': 17.773216552864383}"
逢甲大學 澳洲蒙納許大學資訊工程雙學士學位學程,"['數A', '英數A']","{'數A': 8, '英': 8}",工程,"{'數A': 4.91180141694355, '英數A': 15.0}"
逢甲大學 環境工程與科學學系,['國數A自'],"{'國': 9, '數A': 9, '自': 9}",工程,{'國數A自': 28.26448502959393}
逢甲大學 精密系統設計學士學位學程,['國英數A'],"{'國': 8, '英': 8, '數A': 8}",建築設計,{'國英數A': 23.185431101016672}
逢甲大學 統計學系商業大數據組,['國英數B'],"{'國': 5, '英': 5, '數B': 5}",管理,{'國英數B': 15.5544214765301}
逢甲大學 統計學系大數據分析與市場決策組,"['數B', '國英數B']","{'數B': 7, '國': 7, '英': 7}",管理,"{'數B': 9.959762003871989, '國英數B': 22.333297198876643}"
逢甲大學 經濟學系,"['數B', '社']","{'數B': 6, '社': 11}",財經,"{'數B': 6.342423752033858, '社': 11.0}"
逢甲大學 纖維與複合材料學系,['國數A自'],"{'國': 10, '數A': 10, '自': 10}",工程,{'國數A自': 28.793455088781805}
逢甲大學 美國加州聖荷西州立大學商學大數據分析雙學士學位學程,"['英', '英數B']","{'英': 8, '數B': 8}",跨領域,"{'英': 8.968360426953858, '英數B': 15.402294958743877}"
逢甲大學 美國加州聖荷西州立大學電機工程雙學士學位學程,"['數A', '英數A']","{'數A': 7, '英': 7}",工程,"{'數A': 6.440140696690848, '英數A': 13.971865320008249}"
逢甲大學 美國加州舊金山州立大學資訊工程雙學士學位學程,"['數A', '英數A']","{'數A': 7, '英': 7}",工程,"{'數A': 5.880799600572192, '英數A': 13.902246128096843}"
逢甲大學 自動控制工程學系,['國英數A'],"{'國': 8, '英': 8, '數A': 8}",工程,{'國英數A': 25.0}
逢甲大學 航太與系統工程學系,['國英數A自'],"{'國': 9, '英': 9, '數A': 9, '自': 9}",工程,{'國英數A自': 36.754148620807904}
逢甲大學 行銷學系,['國英'],"{'國': 9, '英': 9}",管理,{'國英': 18.134215962747746}
逢甲大學 財務工程與精算學士學位學程,['國英數B'],"{'國': 7, '英': 7, '數B': 7}",工程,{'國英數B': 19.66772535879505}
逢甲大學 財務金融學系,['國英數B'],"{'國': 9, '英': 9, '數B': 9}",管理,{'國英數B': 27.656042393822272}
逢甲大學 財稅學系,['社'],{'社': 12},財經,{'社': 12.138684264657924}
逢甲大學 資訊工程學系,"['數A', '國英數A']","{'數A': 10, '國': 10, '英': 10}",工程,"{'數A': 8.0, '國英數A': 29.10799885878952}"
逢甲大學 資訊工程學系(資安組),"['數A', '國英數A']","{'數A': 9, '國': 9, '英': 9}",工程,"{'數A': 6.0, '國英數A': 26.0}"
逢甲大學 資訊電機學院學士班,['國英數A'],"{'國': 9, '英': 9, '數A': 9}",資訊,{'國英數A': 28.0}
逢甲大學 通訊工程學系,['國英數A'],"{'國': 9, '英': 9, '數A': 9}",工程,{'國英數A': 27.10799885878952}
逢甲大學 運輸與物流學系,"['英', '數B', '國英數B']","{'英': 8, '數B': 8, '國': 8}",工程,"{'英': 5.0, '數B': 5.027703682004916, '國英數B': 23.054724742565103}"
逢甲大學 都市計畫與空間資訊學系,['國英社'],"{'國': 9, '英': 9, '社': 9}",資訊,{'國英社': 28.221632431286544}
逢甲大學 電子工程學系,['國英數A自'],"{'國': 10, '英': 10, '數A': 10, '自': 10}",工程,{'國英數A自': 40.06887109131032}
逢甲大學 電機工程學系,['國英數A自'],"{'國': 10, '英': 10, '數A': 10, '自': 10}",工程,{'國英數A自': 41.84505381484598}
逢甲大學 風險管理與保險學系,['國英數B'],"{'國': 7, '英': 7, '數B': 7}",管理,{'國英數B': 20.64332130556062}
銘傳大學 人工智慧應用學系,['國'],{'國': 9},資訊,{'國': 9.256370056127489}
銘傳大學 企業管理學系企業管理組,['國社'],"{'國': 11, '社': 11}",管理,{'國社': 21.255716603878835}
銘傳大學 企業管理學系品牌行銷組,"['社', '國英社']","{'社': 11, '國': 11, '英': 11}",管理,"{'社': 9.96392089005333, '國英社': 33.24465639120093}"
銘傳大學 企業管理學系數位經營組,"['社', '國數B社']","{'社': 8, '國': 8, '數B': 8}",管理,"{'社': 10.0, '國數B社': 24.83236853620493}"
銘傳大學 休閒遊憩管理學系,"['國', '國英']","{'國': 9, '英': 9}",管理,"{'國': 8.875, '國英': 17.75}"
銘傳大學 公共事務與行政管理學系,"['國', '國社']","{'國': 8, '社': 8}",管理,"{'國': -0.5632076451172203, '國社': 16.76475605566963}"
銘傳大學 半導體應用學士學位學程,['國數A'],"{'國': 6, '數A': 6}",工程,{'國數A': 11.0}
銘傳大學 商品設計學系,"['國', '社']","{'國': 8, '社': 8}",建築設計,"{'國': 8.0, '社': 8.0}"
銘傳大學 商業設計學系,"['英', '社']","{'英': 5, '社': 9}",建築設計,"{'英': 4.857840006174208, '社': 8.55196979134226}"
銘傳大學 國際事務與外交學士學位學程,['英'],{'英': 7},管理,{'英': 7.24610702168087}
銘傳大學 國際企業學系外貿行銷管理組,"['社', '國英社']","{'社': 9, '國': 9, '英': 9}",管理,"{'社': 6.0, '國英社': 25.714285714285715}"
銘傳大學 國際企業學系跨境電商經營組,"['國', '社']","{'國': 6, '社': 9}",管理,"{'國': 6.357788490830301, '社': 9.429529109898448}"
銘傳大學 國際企業與貿易學士學位學程,['英'],{'英': 8},管理,{'英': 8.345713008087435}
銘傳大學 廣告暨策略行銷學系,"['社', '國社']","{'社': 10, '國': 10}",管理,"{'社': 9.700086652956871, '國社': 20.0}"
銘傳大學 廣播電視學系,"['國', '社']","{'國': 11, '社': 13}",大眾傳播,"{'國': 11.372006949041182, '社': 13.436974800799335}"
銘傳大學 建築學系,['國英社'],"{'國': 9, '英': 9, '社': 9}",建築設計,{'國英社': 26.25795851611145}
銘傳大學 影音新聞暨社群傳播學系,"['英', '國英']","{'英': 8, '國': 8}",大眾傳播,"{'英': 7.0, '國英': 15.0}"
銘傳大學 應用中文與華語文教學系文教傳播組,['國'],{'國': 9},大眾傳播,{'國': 8.764868743357694}
銘傳大學 應用中文與華語文教學系語文創作組,['國'],{'國': 10},藝術,{'國': 10.025740458212972}
銘傳大學 應用日語學系,"['國', '社']","{'國': 11, '社': -2}",外語,"{'國': 10.643572790776268, '社': -1.6999571289693387}"
銘傳大學 應用英語學系,"['英', '國社']","{'英': 8, '國': 8, '社': 8}",未分類,"{'英': 8.0, '國社': 17.0}"
銘傳大學 數位媒體設計學系,"['國', '社']","{'國': 9, '社': 10}",建築設計,"{'國': 8.813070292299612, '社': 10.0}"
銘傳大學 新媒體暨傳播管理學系,"['國', '英', '數B']","{'國': 10, '英': 7, '數B': 6}",管理,"{'國': 10.0, '英': 6.984247265319125, '數B': 6.422659276447484}"
銘傳大學 新聞與大眾傳播學士學位學程,['英'],{'英': 9},大眾傳播,{'英': 8.894638256041555}
銘傳大學 時尚與創新管理學士學位學程,['英'],{'英': 7},管理,{'英': 7.460723311238303}
銘傳大學 會計學系會計審計組,['國社'],"{'國': 10, '社': 10}",管理,{'國社': 19.246306625054554}
銘傳大學 會計學系稅務規劃組,['國社'],"{'國': 10, '社': 10}",管理,{'國社': 20.0}
銘傳大學 法律學系,"['國', '社']","{'國': 11, '社': 11}",法政,"{'國': 11.0, '社': 11.094922097500392}"
銘傳大學 犯罪防治學系,"['社', '國社']","{'社': 11, '國': 11}",社會心理,"{'社': 8.274779841147947, '國社': 22.650745182700074}"
銘傳大學 生物科技學系生物醫學組,"['自', '國英自']","{'自': 7, '國': 7, '英': 7}",醫藥衛生,"{'自': 8.665123989734123, '國英自': 20.53281860436991}"
銘傳大學 生物科技學系食品生技組,"['自', '國英自']","{'自': 6, '國': 6, '英': 6}",工程,"{'自': 7.009596575765259, '國英自': 17.907615924001067}"
銘傳大學 生物醫學工程學系人工智慧醫療組,"['自', '國自']","{'自': 6, '國': 6}",醫藥衛生,"{'自': 6.0, '國自': 11.0}"
銘傳大學 生物醫學工程學系專利醫材法規組,"['國', '國英']","{'國': 6, '英': 6}",醫藥衛生,"{'國': 8.0, '國英': 12.0}"
銘傳大學 觀光事業學系,"['國', '英', '社']","{'國': 8, '英': 8, '社': 8}",遊憩運動,"{'國': 7.888888888888889, '英': 7.888888888888889, '社': 7.888888888888889}"
銘傳大學 諮商臨床與工商心理學系,['國英'],"{'國': 8, '英': 8}",社會心理,{'國英': 16.571428571428573}
銘傳大學 財務金融學系,"['國英', '數B']","{'國': 6, '英': 6, '數B': 7}",管理,"{'國英': 13.0, '數B': 7.0}"
銘傳大學 財金法律學系,['國'],{'國': 12},管理,{'國': 12.0}
銘傳大學 資訊工程學系,['國數B'],"{'國': 8, '數B': 8}",工程,{'國數B': 15.0}
銘傳大學 資訊科技應用與管理學士學位學程,"['國', '英']","{'國': 8, '英': 8}",工程,"{'國': 7.680974771190789, '英': 7.666950477097441}"
銘傳大學 資訊管理學系人工智慧應用組,"['英', '國英']","{'英': 6, '國': 6}",資訊,"{'英': 6.0, '國英': 11.0}"
銘傳大學 資訊管理學系巨量資料管理組,"['數B', '國數B']","{'數B': 6, '國': 6}",資訊,"{'數B': 5.29414176362903, '國數B': 12.348988859490088}"
銘傳大學 資訊管理學系電子商務管理組,"['社', '國社']","{'社': 2, '國': 2}",資訊,"{'社': 7.822516952171631, '國社': 4.469521513600821}"
銘傳大學 都市設計與永續發展學系智慧城市與無人機應用組,['國'],{'國': 8},地球環境,{'國': 8.0}
銘傳大學 都市設計與永續發展學系都市更新與土地開發組,['社'],{'社': 10},地球環境,{'社': 10.0}
銘傳大學 醫療資訊與管理學系健康產業管理組,"['社', '英社']","{'社': 5, '英': 5}",資訊,"{'社': 7.102376065187952, '英社': 9.7180027530821}"
銘傳大學 醫療資訊與管理學系醫療資訊組,"['社', '國社']","{'社': 6, '國': 6}",資訊,"{'社': 10.291616808710517, '國社': 11.0}"
銘傳大學 金融學系,['國英社'],"{'國': 8, '英': 8, '社': 8}",財經,{'國英社': 23.0}
銘傳大學 金融科技應用學系,['國社'],"{'國': 9, '社': 9}",工程,{'國社': 18.689225817196107}
銘傳大學 電機工程學系,['國數A'],"{'國': 8, '數A': 8}",工程,{'國數A': 17.0}
銘傳大學 餐旅管理學系,['國社'],"{'國': 10, '社': 10}",管理,{'國社': 19.0}
長庚大學 中醫學系,"['英數A', '自']","{'英': 13, '數A': 13, '自': 15}",醫藥衛生,"{'英數A': 26.67657340327109, '自': 14.686016618118035}"
長庚大學 人工智慧學系,['英數A自'],"{'英': 10, '數A': 10, '自': 10}",資訊,{'英數A自': 28.780293650985747}
長庚大學 化工與材料工程學系,['英數A自'],"{'英': 10, '數A': 10, '自': 10}",工程,{'英數A自': 29.67905263279841}
長庚大學 呼吸治療學系,['英自'],"{'英': 8, '自': 8}",醫藥衛生,{'英自': 16.73585617923481}
長庚大學 工商管理學系,['英'],{'英': 4},管理,{'英': 4.116823279675883}
長庚大學 工業設計學系,['國英'],"{'國': 10, '英': 10}",工程,{'國英': 19.0}
長庚大學 數位金融科技學系(乙組),['英數B'],"{'英': 8, '數B': 8}",工程,{'英數B': 15.0}
長庚大學 數位金融科技學系(甲組),['英數A'],"{'英': 8, '數A': 8}",工程,{'英數A': 16.0}
長庚大學 機械工程學系,['英數A自'],"{'英': 9, '數A': 9, '自': 9}",工程,{'英數A自': 28.0}
長庚大學 物理治療學系,['國英自'],"{'國': 13, '英': 13, '自': 13}",醫藥衛生,{'國英自': 39.70190069985893}
長庚大學 生物醫學工程學系,['英數A自'],"{'英': 11, '數A': 11, '自': 11}",醫藥衛生,{'英數A自': 31.695487686536392}
長庚大學 生物醫學系,"['英自', '英數A自']","{'英': 8, '自': 8, '數A': 8}",醫藥衛生,"{'英自': 21.92239381460196, '英數A自': 25.0}"
長庚大學 職能治療學系,['英自'],"{'英': 12, '自': 12}",醫藥衛生,{'英自': 24.373226213317288}
長庚大學 護理學系,['英自'],"{'英': 10, '自': 10}",醫藥衛生,{'英自': 20.857142857142858}
長庚大學 資訊工程學系,['英數A自'],"{'英': 10, '數A': 10, '自': 10}",工程,{'英數A自': 31.009489495768094}
長庚大學 資訊管理學系,['國英'],"{'國': 10, '英': 10}",資訊,{'國英': 21.0}
長庚大學 資訊管理學系(資安組),['英'],{'英': 5},資訊,{'英': 5.0}
長庚大學 醫務管理學系,['國英'],"{'國': 10, '英': 10}",管理,{'國英': 20.84623158813315}
長庚大學 醫學影像暨放射科學系,['英數A自'],"{'英': 11, '數A': 11, '自': 11}",醫藥衛生,{'英數A自': 33.31107368865183}
長庚大學 醫學生物技術暨檢驗學系,"['英自', '英數A自']","{'英': 7, '自': 7, '數A': 7}",醫藥衛生,"{'英自': 23.66657636389433, '英數A自': 20.70926815133179}"
長庚大學 醫學系,['國英數A自'],"{'國': 15, '英': 15, '數A': 15, '自': 15}",醫藥衛生,{'國英數A自': 59.0}
長庚大學 醫學系(公費生),['國英數A自'],"{'國': 14, '英': 14, '數A': 14, '自': 14}",醫藥衛生,{'國英數A自': 56.0}
長庚大學 電子工程學系,['英數A自'],"{'英': 10, '數A': 10, '自': 10}",工程,{'英數A自': 30.653024140138363}
長庚大學 電機工程學系,"['數A自', '英數A自']","{'數A': 9, '自': 9, '英': 9}",工程,"{'數A自': 22.38482038215919, '英數A自': 28.29058815742924}"
馬偕醫學院 聽力暨語言治療學系聽力組,['國英數A自'],"{'國': 10, '英': 10, '數A': 10, '自': 10}",外語,{'國英數A自': 40.92138297188135}
馬偕醫學院 聽力暨語言治療學系語言組,"['國', '英自']","{'國': 13, '英': 11, '自': 11}",外語,"{'國': 12.527202060230016, '英自': 22.113250270675493}"
馬偕醫學院 視光學系,"['英', '自']","{'英': 5, '自': 10}",醫藥衛生,"{'英': 4.991090853408739, '自': 9.730079562997268}"
馬偕醫學院 護理學系,"['英', '自']","{'英': 9, '自': 6}",醫藥衛生,"{'英': 8.952058599946326, '自': 6.149784856315792}"
馬偕醫學院 醫學檢驗暨再生醫學學系,"['英', '自']","{'英': 3, '自': 10}",醫藥衛生,"{'英': 3.0, '自': 10.0}"
馬偕醫學院 醫學系,"['英數A', '自社', '英數A社自']","{'英': 14, '數A': 14, '自': 14, '社': 14}",醫藥衛生,"{'英數A': 27.83333333333333, '自社': 27.83333333333333, '英數A社自': 55.53688722966565}"
高雄醫學大學 公共衛生學系,"['英', '數A']","{'英': 8, '數A': 9}",醫藥衛生,"{'英': 7.984089931295652, '數A': 9.31824153860211}"
高雄醫學大學 口腔衛生學系,"['國', '英', '自']","{'國': 11, '英': 8, '自': 10}",醫藥衛生,"{'國': 11.0, '英': 8.329997954846302, '自': 9.643372625439262}"
高雄醫學大學 呼吸治療學系,"['國', '英', '自']","{'國': 11, '英': 9, '自': 11}",醫藥衛生,"{'國': 11.0, '英': 9.0, '自': 11.0}"
高雄醫學大學 心理學系,['英'],{'英': 12},社會心理,{'英': 12.00394030740003}
高雄醫學大學 牙醫學系,"['國英數A', '自']","{'國': 14, '英': 14, '數A': 14, '自': 14}",醫藥衛生,"{'國英數A': 42.07304057570189, '自': 14.325210115126277}"
高雄醫學大學 物理治療學系,"['英', '數A', '自']","{'英': 11, '數A': 10, '自': 13}",醫藥衛生,"{'英': 11.126351687934608, '數A': 9.658394891579931, '自': 12.758040310119322}"
高雄醫學大學 生命科學院學士班,"['英', '自']","{'英': 5, '自': 12}",生命科學,"{'英': 4.580528822606335, '自': 12.02995697126316}"
高雄醫學大學 生物科技學系,['英自'],"{'英': 9, '自': 9}",工程,{'英自': 18.33333333333333}
高雄醫學大學 生物醫學暨環境生物學系,"['英', '自']","{'英': 8, '自': 12}",醫藥衛生,"{'英': 8.0, '自': 11.743702932065226}"
高雄醫學大學 職能治療學系,['國英'],"{'國': 13, '英': 13}",醫藥衛生,{'國英': 26.0}
高雄醫學大學 藥學系,"['英', '自']","{'英': 13, '自': 14}",醫藥衛生,"{'英': 13.0, '自': 13.77014841783847}"
高雄醫學大學 護理學系,"['英', '自']","{'英': 10, '自': 9}",醫藥衛生,"{'英': 10.448650778979172, '自': 8.992369222086232}"
高雄醫學大學 運動醫學系,['英自'],"{'英': 10, '自': 10}",醫藥衛生,{'英自': 19.0}
高雄醫學大學 醫務管理暨醫療資訊學系,['國英'],"{'國': 11, '英': 11}",資訊,{'國英': 22.0}
高雄醫學大學 醫學影像暨放射科學系,"['英', '數A', '自']","{'英': 11, '數A': 9, '自': 9}",醫藥衛生,"{'英': 11.0, '數A': 9.32046586448218, '自': 9.262983845618528}"
高雄醫學大學 醫學檢驗生物技術學系,['英自'],"{'英': 12, '自': 12}",醫藥衛生,{'英自': 24.224348647365456}
高雄醫學大學 醫學社會學與社會工作學系,"['國', '英']","{'國': 11, '英': 8}",醫藥衛生,"{'國': 10.66880291572294, '英': 8.319297500541406}"
高雄醫學大學 醫學系,"['國', '英自', '數A']","{'國': 14, '英': 15, '自': 15, '數A': 12}",醫藥衛生,"{'國': 14.0, '英自': 29.342879594525183, '數A': 12.315715408085202}"
高雄醫學大學 醫學系(公費生),"['國', '英自', '數A']","{'國': 15, '英': 14, '自': 14, '數A': 11}",醫藥衛生,"{'國': 15.21611727586051, '英自': 27.90663786838659, '數A': 11.313131514152008}"
